59,520,12,9,21,2,5,9,3,2,0,5,9,10,9,9,3,2,0,5
59,520,12,9,21,2,5,9,3,2,0,5,9,10,9,3,2,0,5,9
59,520,12,9,21,2,5,9,3,2,0,5,9,10,9,3,2,0,5,9
59,520,12,9,21,2,5,9,3,2,0,5,9,10,9,3,2,0,5,9
59,520,12,9,21,2,5,9,3,2,0,5,9,10,9,3,2,0,5,9
59,520,12,9,21,2,5,9,3,2,0,5,9,10,9,3,2,0,5,9
59,520,12,9,21,2,5,9,3,2,0,5,9,10,9,3,2,0,5,9
59,520,12,9,21,2,5,9,3,2,0,5,9,10,9,3,2,0,5,9
59,520,12,9,21,2,5,9,3,2,0,5,9,10,9,3,2,0,5,9
59,520,12,9,21,2,5,9,3,2,0,5,9,10,9,3,2,0,5,9
59,520,12,9,21,2,5,9,3,2,0,5,9,10,9,3,2,0,5,9
59,520,12,9,21,2,5,9,3,2,0,5,9,10,9,3,2,0,5,9
59,520,12,9,21,2,5,9,3,2,0,5,9,10,9,3,2,0,5,9
59,520,12,9,21,2,5,9,3,2,0,5,9,10,9,3,2,0,5,9
59,520,12,9,21,2,5,9,3,2,0,5,9,10,9,3,2,0,5,9
59,520,12,9,21,2,5,9,3,2,0,5,9,10,9,3,2,0,5,9
59,520,12,9,21,2,5,9,3,2,0,5,9,10,9,3,2,0,5,9
59,520,12,9,21,2,5,9,3,2,0,5,9,10,9,3,2,0,5,9
59,520,12,9,89,21,2,4,2,4,2,4,2,4,2,5,9,3,2,4
59,520,12,9,89,21,2,4,2,4,2,4,2,4,2,5,9,3,2,4
59,520,12,9,89,21,2,4,2,4,2,4,2,4,2,5,9,3,2,4
59,520,12,9,89,21,2,4,2,4,2,4,2,4,2,5,9,3,2,4
59,520,12,9,89,21,2,4,2,4,2,4,2,4,2,5,9,3,2,0
59,520,12,9,89,21,2,4,2,4,2,4,2,4,2,5,9,3,2,4
59,520,12,9,89,21,2,4,2,4,2,4,2,4,2,5,9,3,2,4
59,520,12,9,89,21,2,4,2,4,2,4,2,4,2,5,9,3,2,4
59,520,12,9,89,21,2,4,2,4,2,4,2,4,2,5,9,3,2,4
59,520,12,9,89,21,2,4,2,4,2,4,2,4,2,5,9,3,2,4
59,520,12,9,89,21,2,4,2,4,2,4,2,4,2,5,9,3,2,4
59,520,12,9,89,21,2,4,2,4,2,4,2,4,2,5,9,3,2,4
59,520,12,9,89,21,2,4,2,4,2,4,2,4,2,5,9,3,2,4
59,520,12,9,89,21,2,4,2,4,2,4,2,4,2,5,9,3,2,4
59,520,12,9,89,21,2,4,2,4,2,4,2,4,2,5,9,3,2,4
59,520,12,9,89,21,2,4,2,4,2,4,2,4,2,5,9,3,2,4
59,520,12,9,89,21,2,4,2,4,2,4,2,4,2,5,9,3,2,4
59,520,12,9,89,21,2,4,2,4,2,4,2,4,2,5,9,3,2,4
59,520,12,9,89,21,2,4,2,4,2,4,2,4,2,5,9,3,2,4
59,520,12,9,89,21,2,4,2,4,2,4,2,4,2,5,9,3,2,4
59,520,12,9,21,2,5,9,3,2,0,5,9,10,9,3,2,0,5,9
59,520,12,9,21,2,5,9,3,2,0,5,9,10,9,9,3,9,9,158
59,520,12,9,21,2,5,9,3,2,0,5,9,10,9,9,3,9,9,158
59,520,12,9,21,2,5,9,3,2,0,5,9,10,9,9,3,9,9,158
59,520,12,9,21,2,5,9,3,2,0,5,9,10,9,9,3,9,9,158
59,520,12,9,21,2,5,9,3,2,0,5,9,10,9,9,3,9,9,158
59,520,12,9,21,2,5,9,3,2,0,5,9,10,9,9,3,9,9,158
59,520,12,9,89,21,2,4,2,4,2,4,2,4,2,5,9,3,2,0
59,520,12,9,21,2,5,9,3,2,0,5,9,10,9,9,3,9,9,158
59,520,12,9,21,2,5,9,3,2,0,5,9,10,9,9,3,9,9,158
59,520,12,9,21,2,5,9,3,2,4,2,4,2,4,2,4,2,4,2
59,520,12,9,89,21,2,4,2,4,2,4,2,4,2,5,9,3,2,4
59,520,12,9,21,2,5,9,3,2,0,5,9,10,9,9,3,9,9,158
59,520,12,9,89,21,2,4,2,4,2,4,2,4,2,5,9,3,2,0
59,520,12,9,21,2,5,9,3,2,0,5,9,10,9,3,2,0,5,9
59,520,12,9,21,2,5,9,3,2,0,5,9,10,9,3,2,0,5,9
59,520,12,9,21,2,5,9,3,2,0,5,9,10,9,3,2,0,5,9
59,520,12,9,21,2,5,9,3,2,0,5,9,10,9,3,2,0,5,9
59,520,12,9,21,2,5,9,3,2,0,5,9,10,9,9,3,9,9,158
59,520,12,9,21,2,5,9,3,2,0,5,9,10,9,9,3,9,9,158
59,520,12,9,89,21,2,4,2,4,2,4,2,4,2,5,9,3,2,0
59,520,12,9,21,2,5,9,3,2,0,5,9,10,9,3,2,0,5,9
59,520,12,9,21,2,5,9,3,2,0,5,9,10,9,3,2,0,5,9
59,520,12,9,21,2,5,9,3,2,0,5,9,10,9,9,3,9,9,158
59,520,12,9,21,2,5,9,3,2,0,5,9,10,9,3,2,0,5,9
59,520,12,9,21,2,5,9,3,2,0,5,9,10,9,9,3,9,9,158
59,520,12,9,21,2,5,9,3,2,0,5,9,10,9,3,2,0,5,9
59,520,12,9,21,2,5,9,3,2,0,5,9,10,9,9,3,9,9,158
59,520,12,9,21,2,5,9,3,2,0,5,9,10,9,3,2,0,5,9
59,520,12,9,21,2,5,9,3,2,0,5,9,10,9,9,3,2,0,5
59,520,12,9,21,2,5,9,3,2,0,5,9,10,9,9,3,9,9,158
59,520,12,9,21,2,5,9,3,2,0,5,9,10,9,3,2,0,5,9
59,520,12,9,21,2,5,9,3,2,0,5,9,10,9,9,3,9,9,158
59,520,12,9,21,2,5,9,3,2,0,5,9,10,9,9,3,9,9,158
59,520,12,9,89,21,2,4,2,4,2,4,2,4,2,5,9,3,2,4
59,520,12,9,21,2,5,9,3,2,0,5,9,10,9,9,3,2,0,5
59,520,12,9,21,2,5,9,3,2,0,5,9,10,9,9,3,2,0,5
59,520,12,9,21,2,5,9,3,2,0,5,9,10,9,9,3,2,0,5
59,520,12,9,21,2,5,9,3,2,0,5,9,10,9,9,3,2,0,5
59,520,12,9,21,2,5,9,3,2,0,5,9,10,9,9,3,2,0,5
59,520,12,9,21,2,5,9,3,2,0,5,9,10,9,9,3,2,0,5
59,520,12,9,21,2,5,9,3,2,4,2,4,2,4,2,4,2,4,2
59,520,12,9,21,2,5,9,3,2,4,2,4,2,4,2,4,2,4,2
59,520,12,9,21,2,5,9,3,2,4,2,4,2,4,2,4,2,4,2
59,520,12,9,21,2,5,9,3,2,4,2,4,2,4,2,4,2,4,2
59,520,12,9,21,2,5,9,3,2,4,2,4,2,4,2,4,2,4,2
59,520,12,9,21,2,5,9,3,2,0,5,9,10,9,9,3,2,0,5
59,520,12,9,21,2,5,9,3,2,0,5,9,10,9,9,3,2,0,5
59,520,12,9,21,2,5,9,3,2,0,5,9,10,9,9,3,9,9,158
59,520,12,9,21,2,5,9,3,2,0,5,9,10,9,3,2,0,5,9
59,520,12,9,21,2,5,9,3,2,0,5,9,10,9,3,2,0,5,9
59,520,12,9,21,2,5,9,3,2,0,5,9,10,9,3,2,0,5,9
59,520,12,9,21,2,5,9,3,2,0,5,9,10,9,9,3,9,9,158
59,520,12,9,21,2,5,9,3,2,0,5,9,10,9,9,3,9,9,158
59,520,12,9,21,2,5,9,3,2,0,5,9,10,9,9,3,2,0,5
59,520,12,9,21,2,5,9,3,2,0,5,9,10,9,9,3,9,9,158
59,520,12,9,21,2,5,9,3,2,0,5,9,10,9,3,2,0,5,9
59,520,12,9,21,2,5,9,3,2,0,5,9,10,9,3,2,0,5,9
59,520,12,9,21,2,5,9,3,2,0,5,9,10,9,9,3,9,9,158
59,520,12,9,21,2,5,9,3,2,0,5,9,10,9,3,2,0,5,9
59,520,12,9,21,2,5,9,3,2,0,5,9,10,9,9,3,9,9,158
59,520,12,9,21,2,5,9,3,2,0,5,9,10,9,3,2,0,5,9
59,520,12,9,21,2,5,9,3,2,0,5,9,10,9,3,2,0,5,9
59,520,12,9,21,2,5,9,3,2,4,2,4,2,4,2,4,2,4,2
59,520,12,9,21,2,5,9,3,2,0,5,9,10,9,9,3,9,9,158
59,520,12,9,21,2,5,9,3,2,0,5,9,10,9,9,3,9,9,158
59,520,12,9,21,2,5,9,3,2,4,2,4,2,4,2,4,2,4,2
59,520,12,9,21,2,5,9,3,2,0,5,9,10,9,9,3,2,0,5
59,520,12,9,21,2,5,9,3,2,0,5,9,10,9,9,3,2,0,5
59,520,12,9,21,2,5,9,3,2,0,5,9,10,9,9,3,2,0,5
59,520,12,9,21,2,5,9,3,2,0,5,9,10,9,9,3,2,0,5
59,520,12,9,21,2,5,9,3,2,0,5,9,10,9,9,3,2,0,5
59,520,12,9,21,2,5,9,3,2,0,5,9,10,9,3,2,0,5,9
59,520,12,9,21,2,5,9,3,2,0,5,9,10,9,9,3,2,0,5
59,520,12,9,21,2,5,9,3,2,0,5,9,10,9,9,3,2,0,5
59,520,12,9,21,2,5,9,3,2,0,5,9,10,9,9,3,2,0,5
59,520,12,9,21,2,5,9,3,2,0,5,9,10,9,3,2,0,5,9
59,520,12,9,21,2,5,9,3,2,0,5,9,10,9,3,2,0,5,9
59,520,12,9,21,2,5,9,3,2,0,5,9,10,9,3,2,0,5,9
59,520,12,9,21,2,5,9,3,2,0,5,9,10,9,9,3,9,9,158
59,520,12,9,21,2,5,9,3,2,0,5,9,10,9,3,2,0,5,9
59,520,12,9,21,2,5,9,3,2,0,5,9,10,9,3,2,0,5,9
59,520,12,9,21,2,5,9,3,2,0,5,9,10,9,9,3,2,0,5
59,520,12,9,21,2,5,9,3,2,0,5,9,10,9,3,2,0,5,9
59,520,12,9,21,2,5,9,3,2,0,5,9,10,9,9,3,2,0,5
59,520,12,9,21,2,5,9,3,2,0,5,9,10,9,3,2,0,5,9
59,520,12,9,21,2,5,9,3,2,0,5,9,10,9,3,2,0,5,9
59,520,12,9,21,2,5,9,3,2,0,5,9,10,9,9,3,2,0,5
59,520,12,9,21,2,5,9,3,2,0,5,9,10,9,9,3,2,0,5
59,520,12,9,21,2,5,9,3,2,0,5,9,10,9,9,3,2,0,5
59,520,12,9,21,2,5,9,3,2,0,5,9,10,9,3,2,0,5,9
59,520,12,9,21,2,4,2,4,2,4,2,0,5,9,10,9,9,3,2
59,520,12,9,21,2,4,2,4,2,4,2,0,5,9,10,9,9,3,2
59,520,12,9,21,2,5,9,3,2,4,2,4,2,4,2,4,2,4,2
59,520,12,9,89,21,2,4,2,4,2,4,2,4,2,5,9,3,2,0
59,520,12,9,21,2,5,9,3,2,0,5,9,10,9,9,3,2,0,5
59,520,12,9,21,2,5,9,3,2,0,5,9,10,9,9,3,9,9,158
59,520,12,9,21,2,5,9,3,2,0,5,9,10,9,3,2,0,5,9
59,520,12,9,21,2,5,9,3,2,0,5,9,10,9,9,3,9,9,158
59,520,12,9,21,2,5,9,3,2,0,5,9,10,9,9,3,2,0,5
59,520,12,9,21,2,5,9,3,2,0,5,9,10,9,9,3,9,9,158
59,520,12,9,21,2,5,9,3,2,0,5,9,10,9,9,3,9,9,158
59,520,12,9,21,2,5,9,3,2,0,5,9,10,9,9,3,2,0,5
59,520,12,9,21,2,5,9,3,2,0,5,9,10,9,9,3,2,0,5
59,520,12,9,21,2,5,9,3,2,0,5,9,10,9,9,3,2,0,5
59,520,12,9,21,2,5,9,3,2,0,5,9,10,9,9,3,2,0,5
59,520,12,9,21,2,5,9,3,2,0,5,9,10,9,9,3,2,0,5
59,520,12,9,21,2,5,9,3,2,0,5,9,10,9,9,3,2,0,5
59,520,12,9,21,2,5,9,3,2,0,5,9,10,9,9,3,2,0,5
59,520,12,9,21,2,5,9,3,2,0,5,9,10,9,9,3,2,0,5
59,520,12,9,21,2,5,9,3,2,0,5,9,10,9,9,3,2,0,5
59,520,12,9,21,2,5,9,3,2,0,5,9,10,9,9,3,2,0,5
59,520,12,9,21,2,5,9,3,2,0,5,9,10,9,9,3,2,0,5
59,520,12,9,21,2,5,9,3,2,0,5,9,10,9,9,3,2,0,5
59,520,12,9,21,2,5,9,3,2,0,5,9,10,9,9,3,2,0,5
59,520,12,9,21,2,5,9,3,2,0,5,9,10,9,9,3,2,0,5
59,520,12,9,21,2,5,9,3,2,0,5,9,10,9,3,2,0,5,9
59,520,12,9,21,2,5,9,3,2,0,5,9,10,9,9,3,9,9,158
59,520,12,9,21,2,5,9,3,2,0,5,9,10,9,3,2,0,5,9
59,520,12,9,21,2,5,9,3,2,0,5,9,10,9,9,3,9,9,158
59,520,12,9,21,2,5,9,3,2,0,5,9,10,9,9,3,2,0,5
59,520,12,9,21,2,5,9,3,2,0,5,9,10,9,9,3,9,9,158
59,520,12,9,21,2,5,9,3,2,0,5,9,10,9,3,2,0,5,9
59,520,12,9,21,2,5,9,3,2,0,5,9,10,9,9,3,2,0,5
59,520,12,9,21,2,5,9,3,2,0,5,9,10,9,3,2,0,5,9
59,520,12,9,21,2,5,9,3,2,0,5,9,10,9,9,3,2,0,5
59,520,12,9,21,2,5,9,3,2,0,5,9,10,9,9,3,9,9,158
59,520,12,9,21,2,5,9,3,2,0,5,9,10,9,9,3,9,9,158
59,520,12,9,21,2,5,9,3,2,0,5,9,10,9,9,3,9,9,158
59,520,12,9,21,2,5,9,3,2,0,5,9,10,9,9,3,9,9,158
59,520,12,9,21,2,5,9,3,2,0,5,9,10,9,3,2,0,5,9
59,520,12,9,21,2,5,9,3,2,0,5,9,10,9,3,2,0,5,9
59,520,12,9,21,2,5,9,3,2,0,5,9,10,9,9,3,9,9,158
59,520,12,9,21,2,5,9,3,2,0,5,9,10,9,9,3,2,0,5
59,520,12,9,21,2,5,9,3,2,0,5,9,10,9,9,3,9,9,158
59,520,12,9,21,2,5,9,3,2,0,5,9,10,9,3,2,0,5,9
59,520,12,9,21,2,5,9,3,2,0,5,9,10,9,3,2,0,5,9
59,520,12,9,21,2,5,9,3,2,0,5,9,10,9,9,3,9,9,158
59,520,12,9,21,2,5,9,3,2,4,2,4,2,4,2,4,2,4,2
59,520,12,9,21,2,5,9,3,2,0,5,9,10,9,9,3,9,9,158
59,520,12,9,21,2,5,9,3,2,0,5,9,10,9,9,3,2,0,5
59,520,12,9,21,2,5,9,3,2,0,5,9,10,9,9,3,2,0,5
59,520,12,9,21,2,5,9,3,2,0,5,9,10,9,9,3,2,0,5
59,520,12,9,21,2,5,9,3,2,0,5,9,10,9,9,3,2,0,5
59,520,12,9,21,2,5,9,3,2,0,5,9,10,9,9,3,2,0,5
59,520,12,9,21,2,5,9,3,2,0,5,9,10,9,9,3,2,0,5
59,520,12,9,21,2,5,9,3,2,0,5,9,10,9,9,3,2,0,5
59,520,12,9,21,2,5,9,3,2,0,5,9,10,9,9,3,2,0,5
59,520,12,9,21,2,5,9,3,2,0,5,9,10,9,9,3,2,0,5
59,520,12,9,21,2,5,9,3,2,0,5,9,10,9,9,3,9,9,158
59,520,12,9,21,2,5,9,3,2,0,5,9,10,9,9,3,9,9,158
59,520,12,9,21,2,5,9,3,2,4,2,4,2,4,2,4,2,4,2
59,520,12,9,21,2,5,9,3,2,0,5,9,10,9,9,3,9,9,158
59,520,12,9,21,2,5,9,3,2,0,5,9,10,9,9,3,9,9,158
59,520,12,9,21,2,5,9,3,2,0,5,9,10,9,9,3,9,9,158
59,520,12,9,21,2,5,9,3,2,0,5,9,10,9,3,2,0,5,9
59,520,12,9,21,2,5,9,3,2,0,5,9,10,9,3,2,0,5,9
59,520,12,9,21,2,5,9,3,2,0,5,9,10,9,3,2,0,5,9
59,520,12,9,21,2,5,9,3,2,0,5,9,10,9,3,2,0,5,9
59,520,12,9,21,2,5,9,3,2,0,5,9,10,9,3,2,0,5,9
59,520,12,9,21,2,5,9,3,2,0,5,9,10,9,3,2,0,5,9
59,520,12,9,89,21,2,4,2,4,2,4,2,4,2,5,9,3,2,0
59,520,12,9,21,2,5,9,3,2,4,2,4,2,4,2,4,2,4,2
59,520,12,9,21,2,5,9,3,2,0,5,9,10,9,9,3,2,0,5
59,520,12,9,21,2,5,9,3,2,0,5,9,10,9,9,3,2,0,5
59,520,12,9,21,2,5,9,3,2,0,5,9,10,9,9,3,9,9,158
59,520,12,9,89,21,2,4,2,4,2,4,2,4,2,5,9,3,2,4
59,520,63,12,12,158,12,12,2,5,9,3,2,5,9,0,0,3,11,2
59,520,12,9,21,2,5,9,3,2,0,5,9,10,9,3,2,0,5,9
59,520,12,9,21,2,5,9,3,2,0,5,9,10,9,3,2,4,2,4
59,520,12,9,21,2,5,9,3,2,0,5,9,10,9,3,2,0,5,9
59,520,12,9,21,2,5,9,3,2,0,5,9,10,9,3,2,0,5,9
59,520,12,9,21,2,5,9,3,2,0,5,9,10,9,9,3,2,0,5
59,520,12,9,21,2,5,9,3,2,0,5,9,10,9,9,3,2,0,5
59,520,12,9,21,2,5,9,3,2,0,5,9,10,9,9,3,2,0,5
59,520,12,9,21,2,5,9,3,2,0,5,9,10,9,9,3,2,0,5
59,520,12,9,21,2,5,9,3,2,0,5,9,10,9,3,2,0,5,9
59,520,12,9,21,2,5,9,3,2,0,5,9,10,9,9,3,9,9,158
59,520,12,9,21,2,5,9,3,2,0,5,9,10,9,3,2,0,5,9
59,520,12,9,21,2,5,9,3,2,0,5,9,10,9,3,2,0,5,9
59,520,12,9,21,2,5,9,3,2,0,5,9,10,9,3,2,0,5,9
59,520,12,9,21,2,5,9,3,2,0,5,9,10,9,3,2,0,5,9
59,520,12,9,21,2,5,9,3,2,0,5,9,10,9,3,2,0,5,9
59,520,12,9,21,2,5,9,3,2,0,5,9,10,9,3,2,0,5,9
59,520,12,9,21,2,5,9,3,2,0,5,9,10,9,3,2,0,5,9
59,520,12,9,21,2,5,9,3,2,0,5,9,10,9,3,2,0,5,9
59,520,12,9,21,2,5,9,3,2,0,5,9,10,9,3,2,0,5,9
59,520,12,9,21,2,5,9,3,2,0,5,9,10,9,3,2,0,5,9
59,520,12,9,21,2,5,9,3,2,0,5,9,10,9,3,2,0,5,9
59,520,12,9,21,2,5,9,3,2,0,5,9,10,9,3,2,0,5,9
59,520,12,9,21,2,5,9,3,2,0,5,9,10,9,9,3,2,0,5
59,520,12,9,21,2,5,9,3,2,0,5,9,10,9,9,3,9,9,158
59,520,12,9,21,2,5,9,3,2,0,5,9,10,9,3,2,0,5,9
59,520,12,9,21,2,5,9,3,2,0,5,9,10,9,3,2,0,5,9
59,520,12,9,21,2,5,9,3,2,0,5,9,10,9,3,2,0,5,9
59,520,12,9,21,2,5,9,3,2,0,5,9,10,9,9,3,2,0,5
59,520,12,9,21,2,5,9,3,2,0,5,9,10,9,3,2,0,5,9
59,520,12,9,21,2,5,9,3,2,0,5,9,10,9,9,3,9,9,158
59,520,12,9,21,2,5,9,3,2,0,5,9,10,9,9,3,2,0,5
59,520,12,9,21,2,5,9,3,2,0,5,9,10,9,3,2,0,5,9
59,520,12,9,21,2,5,9,3,2,0,5,9,10,9,3,2,0,5,9
59,520,12,9,21,2,5,9,3,2,0,5,9,10,9,9,3,2,0,5
59,520,12,9,21,2,5,9,3,2,0,5,9,10,9,9,3,9,9,158
59,520,12,9,21,2,5,9,3,2,0,5,9,10,9,3,2,0,5,9
59,520,12,9,21,2,5,9,3,2,0,5,9,10,9,3,2,0,5,9
59,520,12,9,21,2,5,9,3,2,4,2,4,2,4,2,4,2,4,2
59,520,12,9,21,2,5,9,3,2,4,2,4,2,4,2,4,2,4,2
59,520,12,9,21,2,5,9,3,2,0,5,9,10,9,9,3,9,9,158
59,520,12,9,21,2,4,2,4,2,4,2,4,2,5,9,3,2,0,5
59,520,12,9,21,2,4,2,4,2,4,2,0,5,9,10,9,3,2,2
59,520,12,9,21,2,4,2,4,2,4,2,4,2,5,9,3,2,0,5
59,520,12,9,21,2,5,9,3,2,0,5,9,10,9,9,3,2,0,5
59,520,12,9,21,2,5,9,3,2,0,5,9,10,9,9,3,9,9,158
59,520,12,9,21,2,5,9,3,2,0,5,9,10,9,3,2,0,5,9
59,520,12,9,21,2,5,9,3,2,0,5,9,10,9,3,2,0,5,9
59,520,12,9,21,2,5,9,3,2,4,2,4,2,4,2,4,2,4,2
59,520,12,9,21,2,5,9,3,2,4,2,4,2,4,2,4,2,4,2
59,520,12,9,21,2,5,9,3,2,4,2,4,2,4,2,4,2,4,2
59,520,12,9,21,2,5,9,3,2,4,2,4,2,4,2,4,2,4,2
59,520,12,9,21,2,5,9,3,2,4,2,4,2,4,2,4,2,4,2
59,520,12,9,21,2,5,9,3,2,4,2,4,2,4,2,4,2,4,2
59,520,12,9,21,2,5,9,3,2,4,2,4,2,4,2,4,2,4,2
59,520,12,9,21,2,5,9,3,2,4,2,4,2,4,2,4,2,4,2
59,520,12,9,21,2,5,9,3,2,0,5,9,10,9,9,3,2,0,5
59,520,12,9,21,2,5,9,3,2,0,5,9,10,9,9,3,2,0,5
59,520,12,9,21,2,5,9,3,2,0,5,9,10,9,9,3,2,0,5
59,520,12,9,21,2,5,9,3,2,0,5,9,10,9,3,2,0,5,9
59,520,12,9,21,2,5,9,3,2,0,5,9,10,9,9,3,9,9,158
59,520,12,9,21,2,5,9,3,2,0,5,9,10,9,9,3,9,9,158
59,520,12,9,21,2,5,9,3,2,0,5,9,10,9,3,2,0,5,9
59,520,12,9,21,2,5,9,3,2,0,5,9,10,9,9,3,2,0,5
59,520,12,9,21,2,5,9,3,2,0,5,9,10,9,3,2,0,5,9
59,520,12,9,21,2,5,9,3,2,0,5,9,10,9,9,3,2,0,5
59,520,12,9,21,2,5,9,3,2,0,5,9,10,9,9,3,2,0,5
59,520,12,9,21,2,5,9,3,2,0,5,9,10,9,3,2,0,5,9
59,520,12,9,21,2,5,9,3,2,0,5,9,10,9,3,2,0,5,9
59,520,12,9,21,2,5,9,3,2,0,5,9,10,9,3,2,0,5,9
59,520,12,9,21,2,5,9,3,2,0,5,9,10,9,9,3,2,0,5
59,520,12,9,21,2,5,9,3,2,0,5,9,10,9,3,2,0,5,9
59,520,12,9,21,2,5,9,3,2,0,5,9,10,9,3,2,0,5,9
59,520,12,9,21,2,5,9,3,2,0,5,9,10,9,3,2,0,5,9
59,520,12,9,21,2,5,9,3,2,0,5,9,10,9,9,3,2,0,5
59,520,12,9,21,2,5,9,3,2,0,5,9,10,9,9,3,2,0,5
59,520,12,9,21,2,5,9,3,2,0,5,9,10,9,3,2,0,5,9
59,520,12,9,21,2,5,9,3,2,0,5,9,10,9,3,2,0,5,9
59,520,12,9,21,2,5,9,3,2,0,5,9,10,9,3,2,0,5,9
